danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
0.441,0.992,6,-4.237,1,0.0535,0.0285,0.278,0.632,0.472,140.02200000000002,audio_features,233143,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.434,0.826,10,-4.904,0,0.0328,0.000978,0.00185,0.105,0.6709999999999999,173.963,audio_features,253993,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
0.444,0.802,7,-9.4,1,0.0533,0.00953,0.777,0.34,0.0597,138.0,audio_features,445216,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
0.516,0.907,10,-2.843,0,0.135,0.0268,0.00521,0.0824,0.344,150.028,audio_features,224800,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.727,0.74,2,,1,0.153,0.012,0.0,0.294,0.221,164.062,audio_features,242227,4,Underground Rap,When It Rains It Pours,, When It Rains It Pours
0.633,0.687,7,-5.059,0,0.0726,0.0833,0.0,0.103,0.486,160.035,audio_features,169008,4,Rap,How I Was Raised,, How I Was Raised
0.701,0.66,10,-8.946,0,0.513,0.516,0.00815,0.41,0.685,179.368,audio_features,157426,4,Hiphop,I Declare War,, I Declare War
0.5760000000000001,0.578,11,-9.22,1,0.0364,0.342,0.073,0.0992,0.325,146.04,audio_features,249863,4,Dark Trap,Repeat,, Repeat
0.599,0.935,1,-1.779,1,0.385,0.00689,0.0136,0.397,0.254,150.696,audio_features,189833,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.618,0.743,1,-4.458,1,0.234,0.0191,0.0232,0.452,0.249,120.16,audio_features,151690,4,Trap Metal,ACT 2 - BirthOfTheSpaceGod,, ACT 2 - BirthOfTheSpaceGod
0.688,0.531,6,,0,0.299,0.453,0.0,0.302,0.614,183.836,audio_features,54653,4,Underground Rap,Outro,, Outro
0.836,0.993,5,-4.388,0,0.0704,0.000755,0.825,0.0561,0.3979999999999999,125.024,audio_features,222720,4,techhouse,,Tech house,Tech house 
0.741,0.6559999999999999,10,-8.457,0,0.0577,0.0171,0.693,0.0737,0.461,124.98,audio_features,217942,4,techhouse,,blanc | Tech House,blanc | Tech House 
0.636,0.773,6,-8.222000000000001,0,0.0493,0.0166,0.407,0.187,0.7290000000000001,150.02100000000004,audio_features,203212,4,hardstyle,,Hardstyle Remixes of Popular Songs!,Hardstyle Remixes of Popular Songs! 
0.602,0.5760000000000001,8,,1,0.0368,0.00597,0.0,0.113,0.252,182.016,audio_features,213682,4,RnB,Not a Love Song (feat. Ma$e),, Not a Love Song (feat. Ma$e)
0.633,0.959,1,-6.744,1,0.06,0.00245,0.8240000000000001,0.312,0.412,144.998,audio_features,438310,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.8859999999999999,0.5670000000000001,11,-6.96,1,0.191,0.0165,0.000178,0.103,0.283,140.043,audio_features,220227,4,RnB,Like Us,, Like Us
0.831,0.884,8,,1,0.0581,0.00404,0.8909999999999999,0.223,0.529,123.997,audio_features,449032,4,techhouse,,Tech house,Tech house 
0.575,0.935,1,,0,0.0579999999999999,0.0131,0.000471,0.105,0.648,149.944,audio_features,157017,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,audio_features,113000,4,Hiphop,Old Town Road,, Old Town Road
0.802,0.925,11,,1,0.0489,0.0005769999999999,0.466,0.052,0.971,128.012,audio_features,211750,4,techhouse,,Toolroom Tech House,Toolroom Tech House 
0.892,0.916,2,-2.074,1,0.0498,0.0601,0.313,0.278,0.888,130.014,audio_features,119038,4,Dark Trap,Dope Deala,, Dope Deala
0.513,0.998,5,-4.9910000000000005,1,0.223,0.00834,0.5539999999999999,0.0997,0.1889999999999999,140.007,audio_features,404571,4,trance,,"Uplifting Trance, Euphoric Trance","Uplifting Trance, Euphoric Trance "
0.946,0.6459999999999999,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,audio_features,246988,4,Rap,Still Think About You,, Still Think About You
0.648,0.97,4,-5.176,0,0.0785,0.0288,0.8490000000000001,0.109,0.0873,174.024,audio_features,378690,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
0.545,0.966,8,-0.593,1,0.0782,0.0511,0.317,0.187,0.315,149.977,audio_features,215200,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
0.433,0.994,7,-5.164,1,0.0927,0.00203,0.413,0.0636,0.1639999999999999,139.997,audio_features,415286,4,trance,,UPLIFTING TRANCE 2020,UPLIFTING TRANCE 2020 
0.778,0.877,4,-3.619,0,0.0562,0.146,0.0149,0.352,0.7390000000000001,125.974,audio_features,164762,4,Pop,Out of Here,, Out of Here
0.503,0.815,0,-3.953,0,0.0306,0.337,0.0,0.348,0.23,149.957,audio_features,176000,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.52,0.782,1,-5.0089999999999995,1,0.0794,0.0293,3.54e-05,0.0888,0.257,149.928,audio_features,229700,4,hardstyle,,Euphoric Hardstyle - 2020,Euphoric Hardstyle - 2020 
0.802,0.8590000000000001,2,-7.371,1,0.0518,0.00145,0.318,0.0851,0.964,124.973,audio_features,358041,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.628,0.996,1,-8.447000000000001,1,0.0683,0.000168,0.846,0.922,0.0387,143.005,audio_features,456503,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
0.611,0.965,1,-6.657,1,0.0464,1.3800000000000008e-05,0.8809999999999999,0.919,0.3289999999999999,146.02700000000004,audio_features,387945,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
0.713,0.29,7,,1,0.0647,0.6859999999999999,0.807,0.318,0.121,124.941,audio_features,139440,4,Underground Rap,HDMI,, HDMI
0.589,0.982,0,,1,0.327,0.00258,0.0112,0.1889999999999999,0.284,150.005,audio_features,257600,4,trap,,Lost Lands 2019,Lost Lands 2019 
0.7440000000000001,0.524,7,-7.659,1,0.0945,0.00946,0.0,0.0868,0.612,179.93,audio_features,220827,4,RnB,Hypnotized,, Hypnotized
0.22,0.905,9,-3.084,0,0.125,0.00659,0.000401,0.123,0.1369999999999999,154.757,audio_features,215226,4,Dark Trap,I Don't Know You (feat. Luma) - Heimanu Remix,, I Don't Know You (feat. Luma) - Heimanu Remix
0.484,0.721,4,-6.935,0,0.0372,0.00806,0.265,0.114,0.172,119.026,audio_features,271765,4,Emo,Manumit,, Manumit
0.7,0.562,1,-12.717,1,0.0866,0.028,0.0,0.114,0.152,150.039,audio_features,121592,4,Underground Rap,Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),, Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert)
0.635,0.736,2,,1,0.155,0.0929,0.0614,0.353,0.45,185.032,audio_features,212800,4,Underground Rap,Another Hundred Days In,, Another Hundred Days In
0.6709999999999999,0.974,6,,0,0.059,0.0027,0.897,0.172,0.36,125.003,audio_features,211375,4,techhouse,,BOILER ROOM TECHNO HOUSE,BOILER ROOM TECHNO HOUSE 
0.622,0.969,11,-5.459,0,0.0466,5.07e-06,0.8690000000000001,0.3289999999999999,0.321,150.00799999999995,audio_features,490000,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.302,0.894,10,-4.101,0,0.265,0.278,0.0,0.7340000000000001,0.27,159.963,audio_features,168072,4,Trap Metal,No,, No
0.713,0.703,7,-6.101,1,0.112,0.0612,0.0,0.173,0.762,154.99,audio_features,225107,4,RnB,Bounce,, Bounce
0.36,0.7440000000000001,4,-7.71,0,0.048,0.0419,0.00129,0.0742,0.258,149.971,audio_features,268492,4,hardstyle,,Greatest Hardstyle Playlist,Greatest Hardstyle Playlist 
0.422,0.349,4,-12.424,0,0.315,0.339,0.00024,0.108,0.134,114.0,audio_features,225780,4,RnB,Losing,, Losing
0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.1369999999999999,185.864,audio_features,260640,4,RnB,No Guidance (feat. Drake),, No Guidance (feat. Drake)
0.62,0.87,8,-6.934,1,0.0495,0.00273,0.8490000000000001,0.085,0.315,143.006,audio_features,446434,4,psytrance,,PsyTrance 2019 By GMR,PsyTrance 2019 By GMR 
0.6559999999999999,0.347,1,-9.849,1,0.0357,0.0277,0.00122,0.108,0.117,150.0,audio_features,131318,3,Underground Rap,October,, October
0.713,0.47,9,,1,0.0864,0.606,1.35e-05,0.306,0.0825,169.03599999999997,audio_features,187587,4,Underground Rap,Moon & Stars (feat. Maggie Lindemann),, Moon & Stars (feat. Maggie Lindemann)
0.448,0.985,8,,1,0.182,0.000155,0.0859,0.365,0.24,140.495,audio_features,205040,4,Emo,Oh My God,, Oh My God
0.62,0.933,0,-7.893,1,0.051,0.002,0.00331,0.118,0.401,150.043,audio_features,104005,4,Underground Rap,Alone,, Alone
0.6809999999999999,0.621,1,-10.024,1,0.34,0.036,0.00555,0.138,0.428,135.53799999999998,audio_features,298027,4,Hiphop,GLOWED UP,, GLOWED UP
0.475,0.149,4,-11.429,1,0.0395,0.8440000000000001,0.0,0.14,0.318,190.846,audio_features,105500,4,Emo,La Vie En Rose,, La Vie En Rose
0.384,0.906,9,-5.247999999999998,1,0.0477,6.409999999999999e-05,0.000533,0.0893,0.8059999999999999,159.968,audio_features,150505,4,Emo,Take My Chances,, Take My Chances
0.847,0.934,9,,1,0.0442,0.00783,0.494,0.0797,0.863,126.035,audio_features,232211,4,techhouse,,Tech House,Tech House 
0.81,0.7120000000000001,1,-8.187000000000001,1,0.214,0.00319,0.0,0.0522,0.664,180.102,audio_features,78757,4,Underground Rap,Rampage,, Rampage
0.529,0.871,8,-5.603,0,0.0397,0.0357,0.8270000000000001,0.161,0.236,132.002,audio_features,189380,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.7959999999999999,0.674,2,-6.395,1,0.168,0.0186,1.12e-05,0.0776,0.359,160.029,audio_features,192750,4,Dark Trap,GreyGods (feat. $Uicideboy$),, GreyGods (feat. $Uicideboy$)
0.785,0.937,7,-7.006,1,0.0526,0.000334,0.898,0.292,0.0383,125.001,audio_features,380160,4,techno,,Dark Techno,Dark Techno 
0.621,0.591,0,-8.339,1,0.344,0.321,0.0213,0.294,0.513,137.987,audio_features,226087,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.894,0.368,8,,1,0.207,0.19,0.116,0.114,0.119,205.014,audio_features,132000,4,Dark Trap,ArentYouASightForSoreEyes,, ArentYouASightForSoreEyes
0.637,0.988,11,-3.583,0,0.293,0.291,0.000965,0.417,0.642,149.976,audio_features,246400,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.608,0.768,10,-2.997,0,0.357,0.0438,7.13e-06,0.0388,0.89,173.016,audio_features,249467,4,Underground Rap,P.I.M.P.,, P.I.M.P.
0.348,0.962,4,-1.787,1,0.161,0.00604,0.556,0.118,0.231,160.08100000000005,audio_features,323608,4,trap,,Heavy Dubstep,Heavy Dubstep 
0.422,0.941,9,-4.102,0,0.0322,0.016,0.0211,0.1639999999999999,0.322,150.032,audio_features,212800,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.7559999999999999,0.882,1,,1,0.0452,2.61e-05,0.0192,0.0795,0.619,125.007,audio_features,343716,4,techhouse,,Tech House Essentials by Distortion,Tech House Essentials by Distortion 
0.715,0.396,6,-12.218,1,0.0642,0.208,0.907,0.1119999999999999,0.252,125.991,audio_features,326309,4,techno,,techno. only. (08/02),techno. only. (08/02) 
0.71,0.469,8,-6.644,1,0.251,0.168,3.44e-06,0.132,0.195,138.91899999999998,audio_features,155454,4,Trap Metal,Peso,, Peso
0.625,0.782,6,-7.8210000000000015,0,0.0811,0.0148,2.29e-06,0.115,0.293,205.98,audio_features,161071,4,Dark Trap,Sanctuary,, Sanctuary
0.742,0.7829999999999999,7,-6.4060000000000015,1,0.265,0.316,0.0,0.721,0.733,195.878,audio_features,245733,4,Hiphop,Panty Raid,, Panty Raid
0.619,0.853,11,-9.534,0,0.0388,0.0001189999999999,0.148,0.235,0.534,136.10299999999998,audio_features,289200,4,trance,,Anjunabeats Volumes 1 - 14,Anjunabeats Volumes 1 - 14 
0.614,0.579,2,-10.446,1,0.322,0.385,0.0,0.211,0.833,180.286,audio_features,256000,4,Hiphop,Rule of the Gun (Remix),, Rule of the Gun (Remix)
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,audio_features,216420,4,RnB,Ocean (feat. Khalid),, Ocean (feat. Khalid)
0.337,0.988,11,-1.399,1,0.322,0.0002,0.925,0.0941,0.131,174.83900000000003,audio_features,274286,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
0.488,0.589,9,-4.683,1,0.138,0.0327,1.85e-06,0.18,0.127,203.968,audio_features,246773,4,Hiphop,PRBLMS,, PRBLMS
0.688,0.813,7,,1,0.26,0.0194,0.0,0.56,0.596,119.9,audio_features,131333,4,Underground Rap,Baked Fried Beans,, Baked Fried Beans
0.629,0.6920000000000001,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.94799999999995,audio_features,167916,4,Rap,After Party,, After Party
0.659,0.423,2,-8.433,1,0.0379,0.0144,0.0,0.135,0.0364,112.223,audio_features,121920,4,Underground Rap,"skyscrapers (love now, cry later)",," skyscrapers (love now, cry later)"
0.527,0.975,7,,0,0.0733,0.00807,0.0204,0.133,0.188,149.892,audio_features,260800,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.642,0.845,6,,1,0.0594,0.00602,0.206,0.0981,0.152,132.014,audio_features,345333,4,techno,,Techno Bangers,Techno Bangers 
0.545,0.638,1,,1,0.0534,0.0643,0.0793,0.116,0.276,149.964,audio_features,185700,4,Trap Metal,I Heard You Were Looking For Me,, I Heard You Were Looking For Me
0.706,0.589,8,-8.309,1,0.0327,0.0617,4.77e-06,0.105,0.767,96.001,audio_features,147451,4,Rap,Kickback (feat. Lil Mosey),, Kickback (feat. Lil Mosey)
0.7909999999999999,0.905,0,-4.436,1,0.0564,0.00103,0.868,0.1009999999999999,0.871,124.993,audio_features,370560,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.7290000000000001,0.6559999999999999,0,-8.56,1,0.0432,0.0613,0.0,0.0874,0.4920000000000001,159.968,audio_features,184490,4,RnB,TAlk tO Me (with Rich The Kid),, TAlk tO Me (with Rich The Kid)
0.877,0.682,11,-4.232,0,0.354,0.218,0.0,0.1,0.643,183.06,audio_features,253213,4,Hiphop,30 Something,, 30 Something
0.535,0.789,1,,1,0.0458,3.66e-05,0.127,0.107,0.346,131.982,audio_features,178184,4,trance,,State if Trance (The best ASOT Epsidoes),State if Trance (The best ASOT Epsidoes) 
0.723,0.899,11,-7.981,0,0.074,0.0508,0.85,0.1119999999999999,0.0788,132.993,audio_features,482833,4,techno,,Techno 2020,Techno 2020 
0.857,0.8640000000000001,9,,0,0.0807,0.0269,0.000499,0.0601,0.7040000000000001,125.027,audio_features,251228,4,techhouse,,Tech House Elrow Secrets,Tech House Elrow Secrets 
0.6709999999999999,0.918,7,-7.27,1,0.0864,0.00206,0.841,0.619,0.2289999999999999,143.995,audio_features,418333,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
0.69,0.52,1,-15.303,1,0.0734,0.074,0.696,0.114,0.198,150.072,audio_features,104000,3,Trap Metal,Mr. Murder,, Mr. Murder
0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,92.974,audio_features,206472,3,Rap,Dark Light,, Dark Light
0.424,0.939,9,,0,0.0496,0.000774,0.00103,0.102,0.184,150.106,audio_features,253804,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.879,0.591,1,-6.194,1,0.149,0.431,0.118,0.123,0.0748,134.99,audio_features,142222,4,Underground Rap,WATCH ME,, WATCH ME
0.882,0.732,8,-7.803,1,0.091,0.255,0.0,0.0996,0.314,126.056,audio_features,158277,1,Underground Rap,Bags,, Bags
0.633,0.596,0,-8.894,1,0.0389,0.479,3.61e-05,0.307,0.269,115.309,audio_features,295693,4,Hiphop,Pursuit Of Happiness (Nightmare),, Pursuit Of Happiness (Nightmare)
0.53,0.933,5,-6.318,0,0.0416,0.000137,0.024,0.0624,0.204,136.012,audio_features,204147,4,trance,,"Uplifting Trance, Euphoric Trance","Uplifting Trance, Euphoric Trance "
0.643,0.8809999999999999,5,-8.905,0,0.0376,0.00489,0.354,0.209,0.0631,135.012,audio_features,318109,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.909,0.746,1,-9.704,0,0.121,0.103,0.00035,0.0898,0.429,143.05100000000004,audio_features,161175,4,Underground Rap,Gorilla Warfare,, Gorilla Warfare
0.606,0.485,2,-9.233,1,0.706,0.6709999999999999,0.0,0.109,0.584,176.426,audio_features,197045,4,Emo,FOTO'S,, FOTO'S
0.85,0.481,0,-9.124,0,0.494,0.0406,0.0,0.113,0.231,192.054,audio_features,201018,4,Underground Rap,Respect My Cryppin’ (Remix),, Respect My Cryppin’ (Remix)
0.7290000000000001,0.973,11,-7.567,1,0.0462,0.000161,0.91,0.115,0.0802,128.004,audio_features,437814,4,techno,,|DARK|HARD|TECHNO,|DARK|HARD|TECHNO 
0.659,0.725,9,-7.3679999999999986,1,0.0947,0.00252,0.625,0.179,0.328,199.96400000000003,audio_features,142733,4,Hiphop,Mustang Nismo,, Mustang Nismo
0.457,0.998,11,-7.279,0,0.12,0.00541,0.407,0.359,0.233,137.991,audio_features,401739,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,audio_features,219493,4,Emo,Because of You,, Because of You
0.37,0.958,9,-2.9139999999999997,1,0.0666,0.0016899999999999,0.253,0.0864,0.0569,144.268,audio_features,205241,4,trap,,Lost Lands 2019,Lost Lands 2019 
0.723,0.613,7,-10.752,1,0.0668,0.065,0.016,0.111,0.345,140.025,audio_features,164598,4,Dark Trap,I'm Not Okay,, I'm Not Okay
0.885,0.7709999999999999,11,-5.356,1,0.31,0.0066799999999999,0.0,0.103,0.205,184.04,audio_features,284470,4,Underground Rap,Chase The Money,, Chase The Money
0.366,0.441,2,-7.572999999999999,1,0.0294,0.0063799999999999,4.53e-05,0.148,0.0787,182.12,audio_features,123885,4,Trap Metal,Separation,, Separation
0.799,0.843,10,-6.443,0,0.0535,0.00143,0.7879999999999999,0.0637,0.2789999999999999,123.987,audio_features,364348,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.764,0.948,2,,0,0.0384,0.000324,0.926,0.102,0.0258,128.003,audio_features,363827,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.55,0.578,5,-8.568,1,0.036,0.193,0.000104,0.0904,0.0659,208.99,audio_features,201467,4,RnB,King City,, King City
0.426,0.982,6,,0,0.166,0.00588,0.597,0.42,0.155,137.97,audio_features,195907,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
0.884,0.505,1,-8.322000000000001,1,0.265,0.0257,0.0,0.307,0.5820000000000001,148.042,audio_features,168627,4,Rap,BabyWipe,, BabyWipe
0.764,0.909,4,,0,0.0569,0.0124,0.862,0.0963,0.07,138.02,audio_features,390513,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
0.574,0.971,10,-5.645,0,0.0515,0.000496,0.835,0.337,0.47,145.019,audio_features,442000,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.454,0.888,7,-2.459,1,0.0414,0.00182,0.00037,0.174,0.634,168.28099999999995,audio_features,202960,4,Emo,The Art Of Losing,, The Art Of Losing
0.895,0.772,8,-6.642,1,0.207,0.0777,0.0,0.118,0.6559999999999999,130.024,audio_features,146135,4,Underground Rap,Born2Lose,, Born2Lose
0.648,0.976,4,-1.208,0,0.209,0.00673,0.00161,0.084,0.3279999999999999,149.798,audio_features,204800,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.752,0.273,1,-11.269,1,0.138,0.445,0.0,0.155,0.629,141.039,audio_features,200923,4,Underground Rap,dropout,, dropout
0.5820000000000001,0.635,0,-8.524,1,0.0388,0.00805,1.64e-06,0.1,0.402,114.99,audio_features,168690,4,Trap Metal,Happy Birthday Bitch,, Happy Birthday Bitch
0.431,0.942,9,-2.066,1,0.0397,0.000107,0.88,0.407,0.242,174.023,audio_features,213943,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
0.4629999999999999,0.989,5,,0,0.055,0.00394,0.901,0.296,0.4429999999999999,138.0,audio_features,263999,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.421,0.905,4,-4.3260000000000005,0,0.0569,0.00175,0.853,0.181,0.0391,172.015,audio_features,342118,4,dnb,,Liquid Drum and Bass,Liquid Drum and Bass 
0.7240000000000001,0.588,7,,1,0.46,0.06,0.0,0.102,0.575,127.922,audio_features,195048,4,Pop,HELL YEAH,, HELL YEAH
0.8370000000000001,0.6659999999999999,9,-9.051,1,0.109,0.00497,2.11e-06,0.0989,0.474,124.937,audio_features,182520,4,Underground Rap,NECKLACE,, NECKLACE
0.7,0.659,0,,1,0.057,0.0171,0.0471,0.103,0.0385,173.981,audio_features,341127,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
0.7240000000000001,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,audio_features,224400,4,Pop,Womanizer,, Womanizer
0.642,0.397,6,-16.842,1,0.0639,0.461,0.000834,0.106,0.7979999999999999,168.128,audio_features,286493,4,Hiphop,What You Won't Do for Love,, What You Won't Do for Love
0.51,0.185,11,-13.651,1,0.0644,0.925,0.0,0.122,0.418,158.184,audio_features,185480,4,Emo,Helplessly,, Helplessly
0.6859999999999999,0.861,4,-8.075,0,0.0422,0.000157,0.871,0.0938,0.1689999999999999,126.001,audio_features,403810,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.6890000000000001,0.8859999999999999,8,-6.599,1,0.102,0.000327,0.732,0.166,0.0376,142.011,audio_features,411549,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,audio_features,202008,4,RnB,Hit Different,, Hit Different
0.777,0.586,3,-8.127,0,0.109,0.107,8.71e-05,0.112,0.4920000000000001,144.077,audio_features,202344,4,Underground Rap,Drugs Accompanied by Sex (feat. 6 Lack),, Drugs Accompanied by Sex (feat. 6 Lack)
0.4679999999999999,0.922,10,,0,0.0568,0.00063,0.6890000000000001,0.107,0.186,176.054,audio_features,405000,4,dnb,,Drum and Bass 2020,Drum and Bass 2020 
0.378,0.957,8,-5.747999999999998,1,0.487,0.00163,2.35e-06,0.208,0.214,170.035,audio_features,113000,4,Trap Metal,Psychosis,, Psychosis
0.557,0.974,6,-3.982,1,0.0683,0.0102,0.537,0.764,0.775,152.039,audio_features,148816,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
0.6659999999999999,0.909,7,-7.797999999999999,1,0.0551,0.000576,0.906,0.315,0.0593,136.002,audio_features,443468,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.8859999999999999,0.516,1,-8.377,1,0.263,0.0261,0.0,0.375,0.583,148.055,audio_features,168640,4,Dark Trap,BabyWipe,, BabyWipe
0.595,0.995,0,-5.9979999999999976,1,0.0654,0.000138,0.7979999999999999,0.2,0.144,140.009,audio_features,456000,3,psytrance,,Psytrance 2020,Psytrance 2020 
0.7979999999999999,0.5579999999999999,11,-7.562,0,0.0872,0.00158,0.8640000000000001,0.0868,0.262,127.998,audio_features,345489,4,techno,,Techno,Techno 
0.522,0.952,9,-6.648,0,0.12,0.0519,0.0993,0.379,0.1969999999999999,149.972,audio_features,156808,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.645,0.914,10,,0,0.0748,0.000217,0.8690000000000001,0.131,0.472,129.983,audio_features,489795,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
0.581,0.45,4,-7.292999999999998,1,0.0444,0.258,0.00031,0.135,0.205,153.088,audio_features,379847,3,RnB,Lights Out (Hymn Too),, Lights Out (Hymn Too)
